genes	module
Cdc40	2
Cdc42	2
Cdc42bpa	3
Cdc42bpb	1
Cdc42ep3	6
Cdc42ep4	6
Cdc42se1	0
Cdc42se2	2
Cdc45	0
Cdc5l	0
Cdc73	5
Cdca4	6
Cdca7	2
Cdca8	0
Cdh23	4
Cdip1	2
Cdipt	4
Cdk1	1
Cdk10	3
Cdk11b	3
Cdk12	5
Cdk13	3
Cdk14	5
Cdk16	3
Cdk17	2
Cdk18	4
Cdk19	2
Cdk2	0
Cdk20	1
Cdk2ap1	3
Cdk2ap2	1
Cdk4	0
Cdk5	3
Cdk5r1	0
Cdk5rap1	3
Cdk5rap2	1
Cdk5rap3	4
Cdk6	5
Cdk7	2
Cdk8	3
Cdk9	4
Cdkal1	3
Cdkl3	0
Cdkl4	0
Cdkn1a	0
Cdkn1b	3
Cdkn1c	1
Cdkn2aip	0
Cdkn2aipnl	2
Cdkn2c	0
Cdkn2d	6
Cdpf1	3
Cds1	0
Cds2	2
Cdt1	4
Cdv3	0
Cdyl	6
Cdyl2	5
Ceacam1	1
Cebpa	1
Cebpb	1
Cebpd	4
Cebpg	9
Cebpz	1
Cebpzos	5
Cecr5	3
Celf1	5
Celf2	2
Celf4	0
Cenpa	0
Cenpb	1
Cenpc1	3
Cenpf	0
Cenpl	2
Cenpo	0
Cenpp	3
Cenpq	2
Cenpt	1
Cenpv	0
Cep104	3
Cep112	5
Cep120	1
Cep128	5
Cep131	1
Cep135	5
Cep152	9
Cep162	3
Cep164	3
Cep170	5
Cep19	5
Cep192	5
Cep250	1
Cep290	5
Cep295	3
Cep350	5
Cep41	6
Cep44	2
Cep57	0
Cep57l1	3
Cep63	1
Cep68	5
Cep70	5
Cep72	3
Cep76	2
Cep78	1
Cep83	5
Cep83os	0
Cep85	0
Cep85l	5
Cep89	1
Cep95	3
Cep97	9
Cept1	2
Cercam	6
Cerk	3
Cers2	6
Cers4	6
Cers5	2
Cers6	2
Cetn2	6
Cetn3	2
Cfap20	3
Cfap36	3
Cfap74	3
Cfap97	2
Cfdp1	0
Cfh	0
Cfl1	4
Cfl2	2
Cflar	3
Cggbp1	2
Cgrrf1	6
Chac2	2
Chad	4
Champ1	6
Chchd1	7
Chchd2	7
Chchd3	2
Chchd4	7
Chchd5	1
Chchd6	4
Chchd7	0
Chd1	9
Chd1l	3
Chd2	5
Chd3	3
Chd3os	9
Chd4	1
Chd6	5
Chd7	5
Chd8	5
Chd9	5
Chek2	3
Cherp	1
Chfr	3
Chic2	2
Chid1	1
Chil1	2
Chka	2
Chkb	3
Chm	2
Chml	2
Chmp1a	4
Chmp1b	2
Chmp2a	1
Chmp2b	2
Chmp3	6
Chmp4b	3
Chmp5	0
Chmp6	1
Chmp7	0
Chn2	1
Chordc1	9
Chp1	2
Chpf2	4
Chpt1	2
Chrac1	0
Chst1	8
Chst10	8
Chst11	0
Chst12	4
Chst14	4
Chst15	8
Chst2	8
Chst7	0
Chst8	4
Chsy1	0
Chtf8	0
Chtop	3
Chuk	5
Churc1	7
Ciao1	0
Ciapin1	1
Cib1	1
Cib2	4
Cic	1
Cinp	0
Cipc	0
Cir1	0
Cirbp	0
Cirh1a	0
Cisd1	7
Cisd2	2
Cisd3	4
Cited2	4
Ciz1	1
Ckap2l	1
Ckap4	4
Ckap5	1
Ckb	1
Cklf	2
Cks1b	2
Cks2	5
Clasp1	5
Clasp2	5
Clasrp	3
Clcc1	6
Clcf1	3
Clcn3	2
Clcn4	2
Clcn5	2
Clcn6	8
Clcn7	8
Cldn12	2
Cldnd1	2
Clec16a	9
Clec1a	8
Clec1b	8
Clec4a1	0
Clec4a2	2
Clec4a3	2
Clec5a	5
Clec7a	8
Clgn	3
Clic1	4
Clic4	8
Clint1	6
Clip1	1
Clip2	1
Clk1	3
Clk2	3
Clk3	1
Clk4	3
Cln3	4
Cln5	6
Cln6	4
Cln8	4
Clns1a	2
Clock	5
Clp1	6
Clpb	1
Clpp	4
Clptm1	6
Clptm1l	6
Clpx	0
Clstn1	1
Clta	1
Cltb	4
Cltc	2
Clu	1
Cluap1	3
Cluh	0
Clybl	6
Cmas	0
Cmc1	7
Cmc2	0
Cmc4	0
Cmip	1
Cmklr1	3
Nat8f1	3
Cmpk1	2
Cmpk2	8
Cmss1	4
Cmtm3	4
Cmtm4	5
Cmtm6	6
Cmtm7	1
Cmtm8	1
Cmtr1	4
Cmtr2	2
Cmya5	3
Cnbd2	0
Cnbp	2
Cndp2	4
Cnep1r1	2
Cnih1	2
Cnih4	2
Cnksr3	0
Cnn2	1
Cnnm2	1
Cnnm3	8
Cnnm4	0
Cnot1	2
Cnot10	3
Cnot11	0
Cnot2	0
Cnot3	1
Cnot4	2
Cnot6	5
Cnot6l	2
Cnot7	2
Cnot8	6
Cnp	4
Cnppd1	4
Cnpy2	7
Cnpy3	1
Cnpy4	0
Cnr2	2
Cnrip1	0
Cnst	0
Cntln	3
Cntrl	5
Cntrob	3
Coa3	7
Coa4	3
Coa5	2
Coa6	2
Coa7	0
Coasy	1
Cog1	1
Cog2	1
Cog3	0
Cog4	1
Cog5	0
Cog6	9
Cog7	1
Cog8	4
Coil	0
Col15a1	3
Col25a1	4
Col27a1	3
Col4a3bp	9
Col6a3	8
Colgalt1	6
Commd1	0
Commd10	6
Commd2	7
Commd3	2
Commd4	3
Commd5	4
Commd6	2
Commd7	0
Commd8	5
Commd9	4
Comt	1
Comtd1	1
Copa	6
Copb1	2
Copb2	6
Cope	4
Copg1	1
Copg2	0
Coprs	2
Cops2	5
Cops3	2
Cops4	6
Cops5	0
Cops6	6
Cops7a	4
Cops7b	9
Cops8	4
Copz1	7
Copz2	1
Coq10a	3
Coq10b	2
Coq2	0
Coq3	2
Coq4	1
Coq5	1
Coq6	0
Coq7	6
Coq9	3
Coro1a	4
Coro1b	1
Coro1c	8
Coro2a	1
Coro7	0
Cotl1	4
Cox10	4
Cox11	2
Cox14	7
Cox15	0
Cox16	2
Cox17	7
Cox18	1
Cox19	4
Cox20	0
Cox4i1	7
Cox5a	7
Cox5b	7
Cox6a1	7
Cox6a2	8
Cox6b1	7
Cox6c	7
Cox7a2	7
Cox7a2l	7
Cox7b	7
Cox7c	0
Cox8a	7
Cp	8
Cpd	2
Cpe	4
Cpeb2	2
Cpeb3	2
Cpeb4	5
Cpne1	2
Cpne3	2
Cpox	0
Cpped1	6
Cpq	4
Cpsf1	0
Cpsf2	6
Cpsf3	1
Cpsf3l	1
Cpsf4	3
Cpsf6	2
Cpsf7	3
Cpt1a	1
Cpt2	1
Cptp	2
Cr1l	2
Cracr2b	3
Cradd	1
Cramp1l	5
Crat	1
Crbn	2
Crcp	1
Creb1	2
Creb3	4
Creb3l1	4
Creb3l2	0
Creb5	0
Crebbp	3
Crebl2	3
Crebrf	2
Crebzf	5
Creg1	4
Creld1	1
Creld2	3
Crem	0
Crim1	1
Crip1	8
Cript	2
Crk	2
Crkl	2
Crlf2	8
Crlf3	9
Crls1	2
Crnkl1	0
Crot	2
Crtap	4
Crtc1	1
Crtc2	1
Crtc3	3
Cry1	6
Cry2	1
Cryab	0
Cryba4	1
Crybb1	1
Crybg3	5
Cryl1	7
Cryz	4
Cryzl1	6
Cs	6
Csad	1
Csde1	2
Cse1l	2
Csf1	4
Csf1r	4
Csf2ra	4
Csf2rb	1
Csf2rb2	4
Csf3r	1
Csgalnact2	2
Csk	1
Csmd3	5
Csnk1a1	2
Csnk1d	4
Csnk1e	1
Csnk1g1	5
Csnk1g2	1
Csnk1g3	2
Csnk2a1	5
Csnk2a2	5
Csnk2b	1
Cspp1	5
Csrnp1	0
Csrnp2	5
Csrp1	8
Csrp2bp	0
Cst3	1
Cst7	8
Cstb	7
Cstf1	4
Cstf2	6
Cstf2t	2
Cstf3	5
Ctage5	3
Ctbp1	1
Ctbp2	1
Ctbs	2
Ctc1	3
Ctcf	2
Ctdnep1	6
Ctdp1	1
Ctdsp1	0
Ctdsp2	0
Ctdspl	1
Ctdspl2	2
Ctla2b	5
Ctnna1	4
Ctnnal1	0
Ctnnb1	0
Ctnnbip1	0
Ctnnbl1	1
Ctnnd1	6
Ctnnd2	0
Ctns	6
Ctps	0
Ctps2	0
Ctr9	0
Ctsa	4
Ctsb	4
Ctsc	6
Ctsd	4
Ctsf	4
Ctsh	4
Ctsl	4
Ctso	6
Ctss	4
Ctsz	4
Cttnbp2nl	1
Ctu1	0
Ctu2	1
Cuedc2	4
Cul1	0
Cul2	2
Cul3	2
Cul4a	0
Cul4b	2
Cul5	9
Cul7	1
Cul9	1
Cuta	4
Cutc	7
Cux1	1
Cwc15	0
Cwc22	1
Cwc25	0
Cwc27	0
Cwf19l1	8
Cwf19l2	2
Cx3cr1	3
Cxcl10	8
Cxcl16	8
Cxcr3	0
Cxx1a	1
Cxx1b	1
Cxx1c	4
Cxxc1	1
Cxxc5	4
Cyb561a3	6
Cyb561d1	0
Cyb561d2	4
Cyb5a	0
Cyb5b	2
Cyb5d1	1
Cyb5d2	4
Cyb5r1	8
Cyb5r3	4
Cyb5r4	9
Cyb5rl	0
Cyba	7
Cybb	8
Cyc1	4
Cycs	2
Cyfip1	4
Cyhr1	1
Cyld	2
Cyp20a1	2
Cyp27a1	3
Cyp2r1	2
Cyp4f13	4
Cyp4f16	8
Cyp4f18	8
Cyp4v3	6
Cyp51	8
Cysltr1	2
Cyth1	1
Cyth2	3
Cyth3	8
Cyth4	1
Cytip	4
D030028A08Rik	3
D030056L22Rik	2
D10Jhu81e	1
D10Wsu102e	8
D11Wsu47e	1
D130020L05Rik	3
D130040H23Rik	5
Fam91a1	2
D16Ertd472e	8
D17H6S53E	0
D17H6S56E-5	8
D17Wsu92e	3
Pum3	1
D1Ertd622e	2
D230025D16Rik	6
Spout1	1
D2hgdh	1
D330023K18Rik	2
D330045A20Rik	2
D3Ertd254e	2
D3Ertd751e	3
D430042O09Rik	0
D5Ertd579e	1
D5Ertd605e	8
D630045J12Rik	3
D6Wsu163e	4
D730005E14Rik	2
D830031N03Rik	5
D830046C22Rik	3
D8Ertd738e	1
D8Ertd82e	1
D930015E06Rik	4
D930016D06Rik	5
Daam1	7
Dab2	8
Dact1	7
Dact3	1
Dad1	6
Dag1	4
Dagla	1
Daglb	4
Dalrd3	3
Dand5	3
Dap	4
Dap3	1
Dapk1	1
Dapk3	1
Dapp1	1
Dars	2
Dars2	5
Daxx	1
Dazap1	1
Dazap2	2
Dbf4	0
Dbi	7
Dbndd2	1
Dbnl	1
Dbp	1
Dbr1	2
Dbt	2
Dcaf10	2
Dcaf11	0
Dcaf12	2
Dcaf13	6
Dcaf15	3
Dcaf17	5
Dcaf4	0
Dcaf5	5
Dcaf6	5
Dcaf7	2
Dcaf8	0
Dcakd	1
Dcbld2	2
Dcdc2b	3
Dck	2
Dclk2	3
Dclre1a	0
Dclre1b	2
Dclre1c	3
Dcp1a	2
Dcp1b	1
Dcp2	5
Dcps	1
Dctd	6
Dctn1	1
Dctn2	1
Dctn3	1
Dctn4	2
Dctn5	3
Dctn6	3
Dctpp1	7
Dcun1d1	2
Dcun1d2	0
Dcun1d3	2
Dcun1d4	2
Dcun1d5	5
Dcxr	7
Dda1	4
Ddah2	1
Ddb1	6
Ddb2	3
Ddhd1	5
Ddhd2	5
Ddi2	3
Ddit3	3
Ddit4	9
Ddost	6
Ddrgk1	4
Ddt	1
Ddx1	0
Ddx10	0
Ddx11	3
Ddx17	3
Ddx18	4
Ddx19a	1
Ddx19b	5
Ddx20	0
Ddx21	1
Ddx23	3
Ddx24	4
Ints6l	5
Ddx27	1
Ddx28	0
Ddx31	0
Ddx39	5
Ddx39b	4
Ddx3x	0
Ddx41	3
Ddx42	0
Ddx43	3
Ddx46	3
Ddx47	6
Ddx49	1
Ddx5	3
Ddx50	3
Ddx51	1
Ddx52	3
Ddx54	1
Ddx55	0
Ddx56	4
Ddx58	8
Ddx59	0
Ddx6	3
Ddx60	5
Deaf1	0
Deb1	0
Decr1	2
Decr2	0
Dedd	0
Dedd2	9
Def6	1
Def8	4
Degs1	6
Dek	2
Dennd1a	1
Dennd1b	2
Dennd1c	1
Dennd2a	1
Dennd2c	2
Dennd3	8
Dennd4a	5
Dennd4b	3
Dennd4c	2
Dennd5a	5
Dennd6a	2
Dennd6b	3
Denr	0
Depdc5	5
Depdc7	2
Deptor	5
Dera	6
Derl1	6
Derl2	6
Desi1	0
Desi2	2
Det1	0
Dexi	4
Dffa	3
Dffb	3
Dfna5	1
Dgat1	8
Dgcr14	1
Dgcr2	6
Dgcr6	0
Dgcr8	9
Dgka	3
Dgkd	3
Dgke	2
Dgkh	0
Dgkq	3
Dgkz	1
Dguok	0
Dhcr7	6
Dhdds	0
Dhdh	3
Dhfr	0
Dhodh	0
Dhps	3
Dhrs1	4
Dhrs11	1
Dhrs3	1
Dhrs4	3
Dhrs7	6
Dhrs7b	6
Dhrsx	1
Dhx15	5
Dhx16	1
Dhx29	0
Dhx30	1
Dhx32	0
Dhx33	0
Dhx34	1
Dhx35	1
Dhx36	2
Dhx37	1
Dhx38	1
Dhx40	0
Dhx57	3
Dhx58	1
Dhx8	1
Dhx9	5
Diablo	6
Diap1	8
Diap2	2
Dicer1	3
Dido1	5
Diexf	0
Dimt1	5
Dip2a	3
Dip2b	2
Dip2c	0
Dirc2	6
Dis3	0
Dis3l	0
Dis3l2	4
Disc1	5
Disp1	1
Dkc1	0
Dlat	6
Dlc1	5
Dld	2
Dleu2	3
Dlg1	5
Dlg3	1
Dlgap4	1
Dll1	2
Dlst	3
Dmap1	1
Dmtf1	3
Dmtn	1
Dmxl1	2
Dmxl2	5
Dna2	5
Dnaaf2	2
Dnaaf3	1
Dnaaf5	0
Dnaja1	9
Dnaja2	2
Dnaja3	4
Dnaja4	0
Dnajb1	9
Dnajb11	0
Dnajb12	1
Dnajb14	5
Dnajb2	3
Dnajb4	2
Dnajb5	1
Dnajb6	9
Dnajb9	2
Dnajc1	1
Dnajc10	6
Dnajc11	1
Dnajc12	0
Dnajc13	2
Dnajc14	3
Dnajc15	7
Dnajc16	0
Dnajc17	1
Dnajc18	0
Dnajc19	5
Dnajc2	0
Dnajc21	0
Dnajc24	0
Dnajc25	0
Dnajc27	0
Dnajc28	3
Dnajc3	2
Dnajc30	7
Dnajc4	1
Dnajc5	5
Dnajc7	3
Dnajc8	4
Dnajc9	0
Dnal4	1
Dnase1l1	6
Dnase2a	4
Dnlz	1
Dnm1l	2
Dnm2	1
Dnmbp	3
Dnmt1	1
Dnmt3a	3
Dnmt3b	5
Dnpep	1
Dnph1	4
Dnttip1	3
Dnttip2	9
Doc2a	1
Dock1	0
Dock10	5
Dock11	2
Dock2	0
Dock4	5
Dock7	5
Dock8	5
Dock9	0
Dohh	4
Dok1	1
Dok3	1
Dolk	6
Dolpp1	1
Donson	6
Dopey1	5
Dopey2	1
Dot1l	3
Dpagt1	6
Dpcd	4
Dpf2	0
Dph1	4
Dph2	1
Dph3	0
Dph5	0
Dph6	2
Dph7	0
Dpm1	5
Dpm2	3
Dpm3	7
Dpp3	1
Dpp7	4
Dpp8	5
Dpp9	1
Dpy19l1	2
Dpy19l3	2
Dpy19l4	2
Dpy30	2
Dpysl2	6
Dr1	2
Dram2	2
Drap1	1
Drg1	2
Drg2	1
Drosha	1
Dscr3	5
Dse	2
Dsel	2
Dsn1	3
Dst	3
Dstn	2
Dstyk	2
Dtd1	7
Dtd2	2
Dtnb	0
Dtnbp1	4
Dtwd1	0
Dtwd2	0
Dtx2	4
Dtx3	1
Dtx3l	8
Dtx4	0
Dtymk	3
Duoxa1	4
Dus1l	3
Dus2	3
Dus3l	1
Dus4l	3
Dusp10	1
Dusp11	5
Dusp12	5
Dusp16	2
Dusp18	0
Dusp19	0
Dusp2	8
Dusp22	5
Dusp23	1
Dusp27	4
Dusp28	0
Dusp3	1
Dusp6	0
Dusp7	1
Dut	0
Dvl1	3
Dvl2	1
Dvl3	0
Dxo	1
Dym	1
Dync1h1	3
Dync1i2	4
Dync1li1	0
Dync1li2	5
Dync2h1	5
Dynll1	9
Dynll2	3
Dynlrb1	7
Dynlt1b	5
Dynlt3	2
Dyrk1a	0
Dyrk1b	1
Dyrk2	1
Dyrk4	3
Dzip3	5
E030024N20Rik	5
E130012A19Rik	1
E130215H24Rik	0
E130307A14Rik	0
E130308A19Rik	0
E130309D02Rik	0
E130311K13Rik	0
E130317F20Rik	5
E230013L22Rik	1
E230029C05Rik	2
E2f1	8
E2f2	4
E2f3	0
E2f4	3
E2f5	2
E2f6	0
E330020D12Rik	5
E330033B04Rik	5
E430018J23Rik	0
E430025E21Rik	4
E4f1	3
Eaf1	0
Eapp	2
Ears2	3
Ebag9	5
Ebf3	3
Ebi3	4
Ebna1bp2	1
Ebp	6
Ebpl	6
Ecd	1
Ece1	4
Ece2	6
Ech1	1
Echdc1	2
Echs1	4
Eci1	3
Eci2	0
Ecscr	0
Ecsit	4
Ect2	0
Edc3	6
Edc4	1
Edem1	2
Edem2	4
Edem3	2
Edf1	1
Edn1	8
Edrf1	0
Eea1	1
Eed	2
Eef1a1	7
Eef1b2	7
Eef1d	7
Eef1e1	2
Eef1g	7
Eef2	4
Eef2k	1
Eef2kmt	3
Eefsec	4
Eepd1	1
Efcab14	2
Efcab2	0
Efemp2	1
Efhd2	4
Efnb1	1
Efnb2	2
Efr3a	2
Efl1	3
Eftud2	4
Egln1	4
Egln2	1
Egln3	8
Egr2	0
Ehbp1	5
Ehbp1l1	1
Ehd1	8
Ehd4	1
Ehhadh	0
Ehmt1	3
Ehmt2	1
Ei24	6
Eid1	2
Eid2	1
Eid2b	3
Eif1	0
Eif1a	6
Eif1ad	0
Eif1ax	2
Eif1b	0
Eif2a	0
Eif2ak1	6
Eif2ak2	3
Eif2ak3	4
Eif2ak4	3
Eif2b1	4
Eif2b2	1
Eif2b3	0
Eif2b4	4
Eif2b5	3
Eif2d	1
Eif2s1	2
Eif2s2	6
Eif2s3x	6
Eif3a	5
Eif3b	4
Eif3c	4
Eif3d	4
Eif3e	2
Eif3f	7
Eif3g	1
Eif3h	7
Eif3i	7
Eif3k	7
Eif3l	4
Eif3m	7
Eif4a1	4
Eif4a2	3
Eif4a3	4
Eif4b	4
Eif4e	2
Eif4e2	0
Eif4e3	2
Eif4ebp1	4
Eif4ebp2	3
Eif4ebp3	3
Eif4enif1	3
Eif4g1	1
Eif4g2	5
Eif4g3	1
Eif4h	4
Eif5	5
Eif5a	6
Eif5a2	2
Eif5b	0
Eif6	7
Elac1	5
Elac2	1
Elavl1	6
Elavl4	0
Elf1	2
Elf2	0
Elf4	2
Elk1	0
Elk3	4
Elk4	2
Ell	1
Ell2	2
Elmo1	0
Elmo2	1
Elmod2	2
Elmod3	1
Elmsan1	3
Elof1	0
Elovl1	6
Elovl5	6
Elp2	0
Elp3	4
Elp4	2
Elp5	4
Elp6	0
Emc1	6
Emc10	4
Emc2	0
Emc3	6
Emc4	6
Emc6	2
Emc7	2
Emc8	0
Emc9	0
Emd	3
Eme2	1
Emg1	3
Emilin1	0
Eml3	1
Eml4	6
Eml6	3
Emp2	0
Emp3	6
Enc1	0
Endod1	6
Endog	4
Endov	1
Eng	1
Engase	1
Enho	4
Eno1	4
Eno1b	4
Eno3	1
Eno4	0
Enoph1	0
Enox2	0
Enpp1	2
Enpp4	6
Enpp5	4
Ensa	3
Tepsin	3
Entpd1	1
Entpd5	2
Entpd6	3
Entpd7	0
Eny2	7
Eogt	0
Ep300	5
Ep400	5
Epb41	1
Epb41l1	4
Epb4.1l2	3
Epb41l3	4
Epb41l4aos	3
Epb41l5	0
Epc1	0
Epc2	5
Epg5	2
Epha2	1
Ephb3	1
Ephx1	4
Epm2aip1	5
Epn1	1
Epn2	1
Epor	0
Eprs	4
Eps15	2
Eps15l1	3
Eps8	0
Eps8l1	3
Epsti1	4
Ept1	2
Eral1	0
Erap1	8
Erbin	5
Ercc1	1
Ercc2	1
Ercc3	1
Ercc4	0
Ercc5	3
Ercc6	0
Ercc6l	0
Ercc6l2	0
Ercc8	5
Erf	1
Ergic1	8
Ergic2	5
Ergic3	4
Erh	2
Eri1	2
Eri2	2
Eri3	1
Erich1	7
Erlec1	5
Erlin1	2
Erlin2	6
Ermap	0
Ermard	3
Ermp1	2
Ern1	0
Ero1l	6
Ero1lb	2
Erp29	0
Erp44	2
Errfi1	6
Esco1	5
Esd	7
Esf1	2
Espl1	4
Esr1	2
Esrra	1
Esyt1	6
Esyt2	2
Etaa1	0
Etf1	8
Etfa	6
Etfb	4
Etfdh	0
Ethe1	1
Etnk1	2
Etohd2	5
Zfp971	3
Ets1	2
Ets2	1
Etv1	0
Etv3	2
Etv5	0
Etv6	0
Eva1a	1
Eva1b	1
Evi2a	6
Evi5	5
Evi5l	1
Evl	1
Ewsr1	3
Exd2	5
Exo5	0
Exoc1	3
Exoc2	6
Exoc3	1
Exoc4	3
Exoc5	2
Exoc6	2
Exoc6b	2
Exoc7	1
Exoc8	2
Exog	9
Exosc1	2
Exosc10	1
Exosc2	0
Exosc3	2
Exosc4	6
Exosc5	1
Exosc6	4
Exosc7	2
Exosc8	3
Exosc9	6
Ext1	0
Ext2	4
Extl2	6
Extl3	2
Eya3	0
Eya4	8
Ezh1	4
Ezh2	0
Ezr	4
F11r	6
F3	8
F8a	4
F9	0
Faap100	1
Faap20	4
Faap24	4
Fadd	4
Fads1	1
Fads3	3
Faf1	0
Faf2	6
Fahd1	0
Fahd2a	6
Faim	0
Fam102a	1
Fam102b	5
Fam103a1	2
Fam104a	0
Fam105a	2
Fam107b	2
Fam109a	0
Fam110a	4
Fam111a	2
Fam114a1	3
Fam114a2	3
Fam117a	2
Fam117b	6
Fam118a	8
Fam118b	0
Fam120a	5
Fam120aos	2
Fam120b	5
Fam120c	0
Fam122a	0
Fam122b	2
Fam126a	2
Fam126b	5
Fam129a	8
Fam129b	1
Fam131a	3
Fam133b	2
Fam134a	4
Fam134b	6
Fam134c	0
Fam135a	2
Fam136a	0
Fam13a	2
Fam13b	5
Fam149a	1
Fam149b	3
Fam151b	2
Fam160a2	5
Fam160b1	2
Fam160b2	3
Fam162a	0
Fam167b	1
Fam168a	5
Fam168b	2
Fam171a1	0
Fam172a	6
Fam173a	4
Fam173b	3
Fam174a	2
Fam175a	5
Fam175b	2
Fam178a	5
Fam179b	5
Fam181b	0
Fam185a	1
Fam188a	2
Fam188b	1
Fam192a	0
Fam193a	3
Fam193b	3
Fam195a	1
Fam195b	7
Fam196a	5
Fam196b	5
Fam199x	2
Fam204a	0
Fam206a	2
Fam207a	1
Fam208a	5
Fam208b	5
Fam20b	6
Fam20c	8
Fam21	1
Fam210a	5
Fam210b	0
Fam212a	4
Fam213a	4
Fam213b	4
Fam214a	1
Fam214b	1
Fam216a	0
Fam217b	1
Fam219a	1
Fam219b	3
Fam220a	1
Fam222b	0
Fam26f	4
Fam32a	1
Fam35a	0
Fam3a	4
Fam3c	6
Fam43a	9
Fam45a	2
Fam46a	9
Fam46c	2
Fam49a	2
Fam49b	2
Fam50a	1
Fam53a	1
Fam53b	4
Fam53c	6
Fam58b	7
Fam60a	2
Fam63a	9
Fam63b	2
Fam65a	8
Fam65b	0
Fam69a	2
Fam69b	4
Fam72a	3
Miga1	0
Miga2	0
Fam76a	0
Fam76b	2
Fam78a	0
Fam83g	1
Fam84b	5
Fam89a	0
Fam89b	4
Fam8a1	2
Fam92a	0
Fam96a	6
Fam96b	0
Fam98a	0
Fam98b	0
Fam98c	1
Fan1	2
Fancb	0
Fancc	5
Fance	1
Fancf	7
Fancg	9
Fancl	0
Fancm	5
Far1	5
Farp1	0
Farp2	0
Fars2	0
Farsa	1
Farsb	4
Fas	2
Fasn	1
Fastk	3
Fastkd1	2
Fastkd2	2
Fastkd3	3
Fastkd5	6
Fat3	5
Fau	4
Fbf1	1
Fbl	6
Fblim1	1
Fbrs	1
Fbrsl1	1
Fbxl12	3
Fbxl12os	0
Fbxl14	1
Fbxl15	1
Fbxl17	5
Fbxl18	3
Fbxl19	1
Fbxl20	9
Fbxl3	2
Fbxl4	2
Fbxl5	2
Fbxl6	3
Fbxl8	4
Fbxo10	1
Fbxo11	5
Fbxo17	3
Fbxo18	3
Fbxo21	0
Fbxo22	6
Fbxo25	0
Fbxo28	2
Fbxo3	2
Fbxo30	2
Fbxo31	4
Fbxo32	4
Fbxo33	2
Fbxo34	0
Fbxo36	1
Fbxo38	0
Fbxo4	2
Fbxo42	0
Fbxo45	2
Fbxo46	4
Fbxo5	3
Fbxo6	4
Fbxo7	6
Fbxo8	2
Fbxo9	3
Fbxw10	0
Fbxw11	6
Fbxw17	0
Fbxw2	2
Fbxw4	0
Fbxw5	1
Fbxw7	3
Fbxw8	4
Fbxw9	3
Fcer1g	7
Fcf1	0
Fcgr1	4
Fcgr2b	4
Fcgr3	4
Fcgr4	8
Fcgrt	4
Fcho2	5
Fchsd1	1
Fchsd2	3
Fcrl1	4
Fcrls	0
Fdft1	6
Fdps	6
Fdx1	7
Fdx1l	1
Fdxacb1	0
Fdxr	1
Fech	2
Fem1a	0
Fem1b	2
Fem1c	2
Fen1	4
Fer	2
Fer1l5	0
Fermt3	1
Fes	1
Fez2	1
Fgd2	3
Fgd3	5
Fgd4	5
Fgf1	0
Fgf11	3
Fgf13	2
Fgfbp3	0
Fgfr1op	5
Fgfr1op2	5
Fgfrl1	0
Fggy	2
Fgl2	8
Fgr	8
Fh1	0
Fhad1	3
Fhit	7
Fhl3	0
Fhod1	3
Fibp	3
Ficd	6
Fig4	0
Fignl1	0
Filip1l	1
Fip1l1	3
Firre	3
Fis1	7
Fitm2	6
Fiz1	4
Fkbp14	2
Fkbp15	1
Fkbp1a	6
Fkbp1b	6
Fkbp2	7
Fkbp3	5
Fkbp4	3
Fkbp5	9
Fkbp7	6
Fkbp8	1
Fkbp9	6
Fkbpl	0
Fkrp	4
Fktn	5
Flad1	3
Flcn	0
Fli1	6
Flii	1
Flna	2
Flnb	1
Flot1	1
Flot2	8
Flt3l	1
Flywch1	1
Fmn1	5
Fmnl1	1
Fmnl2	5
Fmnl3	1
Fmo5	0
Fmr1	2
Fn3krp	3
Fnbp1	1
Fnbp1l	5
Fnbp4	3
Fndc3a	5
Fndc3b	0
Fndc4	0
Fnip1	2
Fnip2	6
Fnta	2
Fntb	0
Focad	0
Folr2	8
Fopnl	0
Fosl2	2
Foxj2	0
Foxj3	2
Foxk1	1
Foxk2	0
Foxn2	2
Foxn3	0
Foxo1	6
Foxo3	3
Foxp1	0
Foxp4	0
Foxred1	0
Fpgs	0
Fpgt	2
Fra10ac1	0
Frat1	1
Frat2	0
Frg1	6
Frmd4a	1
Frmd4b	1
Frmd6	0
Frmd7	2
Frmd8	0
Frrs1	5
Frs2	2
Frs3	1
Fry	5
Fryl	5
Fscn1	1
Fth1	7
Ftl1	8
Fto	0
Ftsj1	0
Mrm2	7
Ftsj3	0
Ftx	3
Fubp1	5
Fubp3	4
Fuca1	4
Fuca2	6
Fuk	1
Fundc1	2
Fundc2	6
Fuom	7
Furin	1
Fus	1
Fut10	6
Fut11	2
Fut4	8
Fut8	5
Fuz	1
Fv1	0
Fxn	0
Fxr1	9
Fxr2	1
Fxyd5	8
Fyb	3
Fyco1	3
Fyn	3
Fyttd1	2
Fzd4	6
Fzd5	0
Fzd7	1
Fzd8	4
Fzr1	1
G2e3	2
G3bp1	4
G3bp2	2
G530011O06Rik	3
G6pc3	4
G6pdx	1
Gaa	4
Gab1	6
Gab2	3
Gab3	0
Gabarap	7
Gabarapl1	4
Gabarapl2	7
Gabbr1	3
Gabpa	2
Gabpb1	2
Gabpb2	5
Gadd45g	3
Gadd45gip1	4
Gadl1	4
Gak	4
Gal3st4	4
Galc	6
Gale	0
Galk1	4
Galk2	4
Galm	1
Galns	4
Galnt1	6
Galnt10	1
Galnt11	3
