genes	module
Cdk1	9
Cdk10	3
Cdk11b	2
Cdk12	8
Cdk13	2
Cdk14	0
Cdk16	2
Cdk17	1
Cdk18	0
Cdk19	1
Cdk2	0
Cdk20	2
Cdk2ap1	3
Cdk2ap2	0
Cdk4	7
Cdk5	2
Cdk5r1	2
Cdk5rap1	3
Cdk5rap2	2
Cdk5rap3	3
Cdk6	8
Cdk7	1
Cdk8	2
Cdk9	3
Cdkal1	3
Cdkl3	0
Cdkl4	0
Cdkn1a	5
Cdkn1b	2
Cdkn1c	3
Cdkn2aip	2
Cdkn2aipnl	9
Cdkn2c	0
Cdkn2d	5
Cdpf1	2
Cds1	0
Cds2	1
Cdt1	0
Cdv3	2
Cdyl	6
Cdyl2	8
Ceacam1	3
Cebpa	3
Cebpb	3
Cebpd	3
Cebpg	0
Cebpz	2
Cebpzos	7
Cecr5	3
Cela1	1
Celf1	2
Celf2	1
Celf4	5
Cenpa	5
Cenpb	3
Cenpc1	2
Cenpf	9
Cenpl	1
Cenpo	5
Cenpp	0
Cenpq	1
Cenpt	0
Cenpv	3
Cep104	2
Cep112	2
Cep120	4
Cep128	0
Cep131	2
Cep135	2
Cep152	1
Cep162	2
Cep164	2
Cep170	1
Cep19	0
Cep192	8
Cep250	2
Cep290	2
Cep295	2
Cep350	2
Cep41	6
Cep44	8
Cep57	0
Cep57l1	2
Cep63	2
Cep68	0
Cep70	2
Cep76	1
Cep78	4
Cep83	2
Cep83os	1
Cep85	0
Cep85l	8
Cep89	3
Cep95	2
Cep97	0
Cept1	1
Cercam	3
Cerk	4
Cers2	6
Cers4	5
Cers5	1
Cers6	1
Cetn2	9
Cetn3	1
Cfap20	2
Cfap36	2
Cfap74	2
Cfap97	1
Cfdp1	7
Cfh	1
Cfl1	5
Cfl2	1
Cflar	2
Cggbp1	1
Cgrrf1	7
Chac2	7
Chad	6
Champ1	6
Chchd1	7
Chchd2	7
Chchd3	9
Chchd4	7
Chchd5	3
Chchd6	3
Chchd7	7
Chd1	0
Chd1l	2
Chd2	2
Chd3	2
Chd3os	1
Chd4	2
Chd6	2
Chd7	2
Chd8	2
Chd9	2
Chek2	0
Cherp	4
Chfr	0
Chic2	1
Chid1	2
Chka	0
Chkb	2
Chm	1
Chml	1
Chmp1a	5
Chmp1b	1
Chmp2a	3
Chmp2b	1
Chmp3	6
Chmp4b	2
Chmp5	7
Chmp6	3
Chmp7	3
Chn2	3
Chordc1	10
Chp1	1
Chpf2	4
Chpt1	1
Chrac1	7
Chst1	9
Chst10	0
Chst11	8
Chst12	5
Chst14	0
Chst15	1
Chst2	5
Chst7	3
Chst8	5
Chsy1	6
Chtf8	0
Chtop	2
Chuk	8
Churc1	7
Ciao1	0
Ciapin1	3
Cib1	3
Cib2	0
Cic	2
Cinp	2
Cipc	0
Cir1	0
Cirbp	0
Cirh1a	6
Cisd1	9
Cisd2	1
Cisd3	3
Cited2	0
Ciz1	2
Ckap2l	0
Ckap4	4
Ckap5	0
Ckb	4
Cklf	1
Cks1b	9
Cks2	1
Clasp1	0
Clasp2	8
Clasrp	2
Clcc1	5
Clcf1	2
Clcn3	1
Clcn4	6
Clcn5	1
Clcn6	0
Clcn7	6
Cldn12	1
Cldnd1	6
Clec16a	10
Clec1a	9
Clec1b	9
Clec4a1	0
Clec4a2	8
Clec4a3	8
Clec5a	8
Clec7a	9
Clgn	2
Clic1	3
Clic4	1
Clint1	1
Clip1	2
Clip2	2
Clk1	2
Clk2	2
Clk3	3
Clk4	2
Cln3	5
Cln5	6
Cln6	5
Cln8	6
Clns1a	1
Clock	8
Clp1	1
Clpb	2
Clpp	2
Clptm1	6
Clptm1l	6
Clpx	4
Clstn1	4
Clta	0
Cltb	3
Cltc	1
Cluap1	2
Cluh	0
Clybl	7
Cmas	3
Cmc1	7
Cmc2	0
Cmc4	7
Cmip	3
Cmklr1	0
Nat8f1	0
Cmpk1	1
Cmpk2	9
Cmss1	0
Cmtm3	5
Cmtm4	8
Cmtm6	6
Cmtm7	3
Cmtm8	3
Cmtr1	4
Cmtr2	6
Cmya5	2
Cnbd2	2
Cnbp	1
Cndp2	5
Cnep1r1	1
Cnih1	1
Cnih4	1
Cnksr3	0
Cnn2	0
Cnnm2	4
Cnnm3	6
Cnnm4	0
Cnot1	1
Cnot10	2
Cnot11	0
Cnot2	4
Cnot3	4
Cnot4	1
Cnot6	1
Cnot6l	1
Cnot7	1
Cnot8	0
Cnp	5
Cnppd1	3
Cnpy2	7
Cnpy3	3
Cnpy4	0
Cnr2	6
Cnrip1	0
Cnst	4
Cntln	2
Cntrl	2
Cntrob	2
Coa3	7
Coa4	2
Coa5	6
Coa6	7
Coa7	0
Coasy	3
Cog1	4
Cog2	4
Cog3	0
Cog4	4
Cog5	0
Cog6	1
Cog7	4
Cog8	4
Coil	0
Col15a1	2
Col27a1	2
Col4a3bp	2
Col6a3	6
Colgalt1	1
Commd1	7
Commd10	1
Commd2	7
Commd3	1
Commd4	2
Commd5	3
Commd6	7
Commd7	7
Commd8	1
Commd9	5
Comt	3
Comtd1	2
Copa	6
Copb1	6
Copb2	6
Cope	3
Copg1	4
Copg2	0
Coprs	1
Cops2	1
Cops3	1
Cops4	9
Cops5	8
Cops6	9
Cops7a	0
Cops7b	0
Cops8	0
Copz1	0
Copz2	2
Coq10a	3
Coq10b	1
Coq2	0
Coq3	1
Coq4	3
Coq5	0
Coq6	2
Coq7	7
Coq9	3
Coro1a	3
Coro1b	3
Coro1c	5
Coro2a	4
Coro7	5
Cotl1	3
Cox10	5
Cox11	1
Cox14	7
Cox15	1
Cox16	9
Cox17	7
Cox18	4
Cox19	0
Cox20	7
Cox4i1	9
Cox5a	7
Cox5b	7
Cox6a1	7
Cox6a2	9
Cox6b1	7
Cox6c	7
Cox7a2	7
Cox7a2l	9
Cox7b	7
Cox7c	0
Cox8a	7
Cp	1
Cpd	1
Cpe	6
Cpeb2	1
Cpeb3	0
Cpeb4	1
Cpne1	6
Cpne3	1
Cpox	0
Cpped1	0
Cpq	9
Cpsf1	4
Cpsf2	1
Cpsf3	5
Cpsf3l	3
Cpsf4	2
Cpsf6	1
Cpsf7	2
Cpt1a	4
Cpt2	3
Cptp	6
Cr1l	1
Cracr2b	2
Cradd	3
Cramp1l	8
Crat	4
Crbn	1
Crcp	2
Creb1	1
Creb3	5
Creb3l1	5
Creb3l2	4
Creb5	1
Crebbp	2
Crebl2	0
Crebrf	1
Crebzf	2
Creg1	5
Creld1	3
Creld2	3
Crem	0
Crim1	2
Crip1	5
Cript	7
Crk	1
Crkl	6
Crlf2	5
Crlf3	10
Crls1	7
Crnkl1	1
Crot	6
Crtap	5
Crtc1	4
Crtc2	3
Crtc3	2
Cry1	0
Cry2	3
Cryba4	3
Crybb1	3
Crybg3	0
Cryl1	0
Cryz	0
Cryzl1	6
Cs	6
Csad	3
Csde1	6
Cse1l	6
Csf1	5
Csf1r	4
Csf2ra	5
Csf2rb	4
Csf2rb2	0
Csf3r	4
Csgalnact2	1
Csk	3
Csmd3	8
Csnk1a1	1
Csnk1d	4
Csnk1e	2
Csnk1g1	8
Csnk1g2	3
Csnk1g3	1
Csnk2a1	0
Csnk2a2	1
Csnk2b	3
Cspp1	2
Csrnp1	4
Csrnp2	8
Csrp2bp	0
Cst3	3
Cst7	9
Cstb	7
Cstf1	0
Cstf2	6
Cstf2t	6
Cstf3	8
Ctage5	3
Ctbp1	4
Ctbp2	2
Ctbs	1
Ctc1	3
Ctcf	1
Ctdnep1	9
Ctdp1	4
Ctdsp1	2
Ctdsp2	0
Ctdspl	0
Ctdspl2	1
Ctla2b	1
Ctnna1	5
Ctnnal1	5
Ctnnb1	4
Ctnnbip1	0
Ctnnbl1	3
Ctnnd1	1
Ctnnd2	4
Ctns	6
Ctps	1
Ctps2	3
Ctr9	4
Ctsa	3
Ctsb	5
Ctsc	6
Ctsd	3
Ctsf	3
Ctsh	9
Ctsl	9
Ctso	1
Ctss	5
Ctsz	5
Cttnbp2nl	4
Ctu1	7
Ctu2	3
Cuedc2	3
Cul1	0
Cul2	1
Cul3	1
Cul4a	4
Cul4b	1
Cul5	1
Cul7	2
Cul9	2
Cuta	3
Cutc	7
Cux1	3
Cwc15	7
Cwc22	3
Cwc25	0
Cwc27	0
Cwf19l1	3
Cwf19l2	1
Cx3cr1	2
Cxcl10	9
Cxcl16	9
Cxcr3	0
Cxx1a	3
Cxx1b	3
Cxx1c	5
Cxxc1	2
Cxxc5	5
Cyb561a3	9
Cyb561d1	0
Cyb561d2	3
Cyb5a	7
Cyb5b	1
Cyb5d1	4
Cyb5d2	1
Cyb5r1	5
Cyb5r3	3
Cyb5r4	10
Cyb5rl	0
Cyba	5
Cybb	5
Cyc1	3
Cycs	0
Cyfip1	6
Cyhr1	3
Cyld	1
Cyp20a1	6
Cyp27a1	2
Cyp2r1	1
Cyp2u1	0
Cyp4f13	3
Cyp4f16	5
Cyp4v3	6
Cyp51	1
Cysltr1	1
Cyth1	4
Cyth2	3
Cyth3	5
Cyth4	4
Cytip	0
D030028A08Rik	2
D030056L22Rik	1
D10Jhu81e	3
D10Wsu102e	1
D11Wsu47e	0
D130040H23Rik	1
Fam91a1	1
D16Ertd472e	1
D17H6S53E	2
D17H6S56E-5	9
D17Wsu92e	3
Pum3	3
D1Ertd622e	1
D230025D16Rik	6
Spout1	3
D2hgdh	3
D330023K18Rik	1
D330045A20Rik	7
D3Ertd254e	1
D3Ertd751e	0
D430042O09Rik	0
D5Ertd579e	2
D5Ertd605e	9
D630045J12Rik	2
D6Wsu163e	6
D730005E14Rik	1
D830046C22Rik	0
D8Ertd738e	3
D8Ertd82e	4
D930015E06Rik	4
D930016D06Rik	2
Daam1	9
Dab2	0
Dact1	9
Dact3	4
Dad1	7
Dag1	6
Dagla	4
Daglb	5
Dalrd3	2
Dand5	2
Dap	5
Dap3	4
Dapk1	2
Dapk3	3
Dapp1	3
Dars	1
Dars2	5
Daxx	3
Dazap1	4
Dazap2	6
Dbf4	0
Dbi	7
Dbndd2	3
Dbnl	3
Dbp	0
Dbr1	1
Dbt	6
Dcaf10	1
Dcaf11	0
Dcaf12	1
Dcaf13	0
Dcaf15	2
Dcaf17	2
Dcaf4	5
Dcaf5	2
Dcaf6	2
Dcaf7	6
Dcaf8	4
Dcakd	3
Dcbld2	1
Dcdc2b	2
Dck	1
Dclk2	2
Dclre1a	0
Dclre1b	1
Dclre1c	2
Dcp1a	0
Dcp1b	3
Dcp2	2
Dcps	3
Dctd	1
Dctn1	3
Dctn2	3
Dctn3	3
Dctn4	1
Dctn5	2
Dctn6	3
Dctpp1	7
Dcun1d1	1
Dcun1d2	0
Dcun1d3	8
Dcun1d4	6
Dcun1d5	10
Dcxr	3
Dda1	3
Ddah2	3
Ddb1	6
Ddb2	0
Ddhd1	0
Ddhd2	8
Ddi2	2
Ddit3	2
Ddit4	3
Ddost	5
Ddrgk1	3
Ddt	3
Ddx1	1
Ddx10	0
Ddx11	4
Ddx17	2
Ddx18	5
Ddx19a	4
Ddx19b	0
Ddx20	6
Ddx21	4
Ddx23	2
Ddx24	3
Ints6l	2
Ddx27	3
Ddx28	6
Ddx31	0
Ddx39	2
Ddx39b	5
Ddx3x	4
Ddx3y	2
Ddx41	2
Ddx42	0
Ddx43	2
Ddx46	2
Ddx47	6
Ddx49	3
Ddx5	2
Ddx50	2
Ddx51	3
Ddx52	3
Ddx54	3
Ddx55	0
Ddx56	5
Ddx58	6
Ddx59	0
Ddx6	2
Ddx60	8
Deaf1	2
Deb1	2
Decr1	1
Decr2	5
Dedd	0
Dedd2	0
Def6	3
Def8	0
Degs1	6
Dek	7
Dennd1a	3
Dennd1b	1
Dennd1c	4
Dennd2a	4
Dennd2c	0
Dennd4a	8
Dennd4b	2
Dennd4c	1
Dennd5a	4
Dennd6a	1
Dennd6b	2
Denr	7
Depdc5	0
Depdc7	1
Deptor	2
Dera	0
Derl1	6
Derl2	1
Desi1	6
Desi2	1
Det1	0
Dexi	5
Dffa	3
Dffb	2
Dfna5	0
Dgat1	5
Dgcr14	3
Dgcr2	6
Dgcr6	3
Dgcr8	0
Dgka	2
Dgkd	0
Dgke	1
Dgkh	4
Dgkq	2
Dgkz	4
Dguok	7
Dhcr7	6
Dhdds	6
Dhdh	2
Dhfr	0
Dhodh	3
Dhps	2
Dhrs1	5
Dhrs11	3
Dhrs3	3
Dhrs4	3
Dhrs7	6
Dhrs7b	9
Dhrsx	3
Dhx15	1
Dhx16	3
Dhx29	0
Dhx30	4
Dhx32	4
Dhx33	4
Dhx34	4
Dhx35	4
Dhx36	1
Dhx37	4
Dhx38	3
Dhx40	0
Dhx57	2
Dhx58	0
Dhx8	4
Dhx9	2
Diablo	9
Diap1	0
Diap2	1
Dicer1	2
Dido1	8
Diexf	2
Dimt1	2
Dip2a	2
Dip2b	1
Dip2c	8
Dirc2	6
Dis3	8
Dis3l	4
Dis3l2	5
Disc1	2
Disp1	4
Dkc1	0
Dlat	0
Dlc1	8
Dld	1
Dleu2	2
Dlg1	1
Dlg3	4
Dlgap4	3
Dlst	3
Dmap1	3
Dmtf1	2
Dmtn	3
Dmxl1	1
Dmxl2	8
Dna2	1
Dnaaf2	0
Dnaaf3	0
Dnaaf5	4
Dnaja1	10
Dnaja2	9
Dnaja3	6
Dnaja4	3
Dnajb1	10
Dnajb11	0
Dnajb12	3
Dnajb14	8
Dnajb2	3
Dnajb4	10
Dnajb5	4
Dnajb6	0
Dnajb9	1
Dnajc1	2
Dnajc10	6
Dnajc11	4
Dnajc12	0
Dnajc13	8
Dnajc14	3
Dnajc15	7
Dnajc16	0
Dnajc17	3
Dnajc18	5
Dnajc19	1
Dnajc2	3
Dnajc21	2
Dnajc24	7
Dnajc25	7
Dnajc27	0
Dnajc28	2
Dnajc3	1
Dnajc30	0
Dnajc4	3
Dnajc5	8
Dnajc7	2
Dnajc8	3
Dnajc9	6
Dnal4	3
Dnase1l1	0
Dnase2a	4
Dnlz	3
Dnm1l	8
Dnm2	4
Dnmbp	2
Dnmt1	4
Dnmt3a	2
Dnmt3b	2
Dnpep	3
Dnph1	5
Dnttip1	3
Dnttip2	10
Doc2a	3
Dock1	0
Dock10	2
Dock11	1
Dock2	6
Dock4	1
Dock7	8
Dock8	8
Dock9	0
Dohh	3
Dok1	3
Dok3	3
Dolk	6
Dolpp1	3
Donson	0
Dopey1	8
Dopey2	0
Dot1l	2
Dpagt1	6
Dpcd	3
Dpf2	5
Dph1	4
Dph2	4
Dph3	3
Dph5	0
Dph6	1
Dph7	0
Dpm1	1
Dpm2	2
Dpm3	7
Dpp3	4
Dpp7	5
Dpp8	8
Dpp9	4
Dpy19l1	6
Dpy19l3	1
Dpy19l4	1
Dpy30	7
Dpysl2	1
Dr1	1
Dram2	1
Drap1	3
Drg1	6
Drg2	3
Drosha	4
Dscr3	0
Dse	1
Dsel	1
Dsn1	2
Dst	2
Dstn	6
Dstyk	1
Dtd1	5
Dtd2	1
Dtnb	0
Dtnbp1	0
Dtwd1	0
Dtwd2	0
Dtx2	3
Dtx3	3
Dtx3l	1
Dtx4	6
Dtymk	2
Duoxa1	9
Dus1l	3
Dus2	2
Dus3l	2
Dus4l	2
Dusp10	0
Dusp11	2
Dusp12	2
Dusp16	1
Dusp18	0
Dusp19	0
Dusp2	0
Dusp22	2
Dusp23	3
Dusp27	4
Dusp28	3
Dusp3	0
Dusp6	4
Dusp7	0
Dut	1
Dvl1	2
Dvl2	3
Dvl3	4
Dxo	3
Dym	4
Dync1h1	2
Dync1i2	5
Dync1li1	5
Dync1li2	8
Dync2h1	1
Dynll1	10
Dynll2	2
Dynlrb1	7
Dynlt1b	0
Dynlt3	1
Dyrk1a	0
Dyrk1b	3
Dyrk2	2
Dyrk4	2
Dzip3	8
E030024N20Rik	1
E130012A19Rik	3
E130215H24Rik	8
E130307A14Rik	2
E130308A19Rik	0
E130309D02Rik	3
E130311K13Rik	8
E130317F20Rik	1
E230013L22Rik	4
E230029C05Rik	1
E2f1	1
E2f2	5
E2f3	0
E2f4	3
E2f5	10
E2f6	0
E330009J07Rik	8
E330020D12Rik	2
E330033B04Rik	10
E430018J23Rik	10
E430025E21Rik	4
E4f1	2
Eaf1	0
Eapp	1
Ears2	2
Ebag9	8
Ebf3	2
Ebi3	9
Ebna1bp2	3
Ebp	9
Ebpl	9
Ecd	4
Ece1	4
Ece2	6
Ech1	3
Echdc1	6
Echs1	9
Eci1	2
Eci2	3
Ecscr	0
Ecsit	0
Edc3	6
Edc4	4
Edem1	1
Edem2	5
Edem3	1
Edf1	3
Ednrb	2
Edrf1	0
Eea1	2
Eed	1
Eef1a1	9
Eef1b2	9
Eef1d	5
Eef1e1	1
Eef1g	5
Eef2	4
Eef2k	4
Eef2kmt	2
Eefsec	5
Eepd1	2
Efcab14	1
Efcab2	0
Efemp2	4
Efhd2	4
Efnb1	4
Efnb2	1
Efr3a	6
Efl1	0
Eftud2	4
Egln1	5
Egln2	3
Egln3	9
Egr2	10
Ehbp1	0
Ehbp1l1	4
Ehd1	1
Ehd4	4
Ehhadh	0
Ehmt1	2
Ehmt2	3
Ei24	9
Eid1	1
Eid2	0
Eid2b	2
Eif1	2
Eif1a	1
Eif1ad	7
Eif1ax	1
Eif1b	7
Eif2a	1
Eif2ak1	5
Eif2ak2	2
Eif2ak3	4
Eif2ak4	2
Eif2b1	0
Eif2b2	3
Eif2b3	0
Eif2b4	3
Eif2b5	4
Eif2d	3
Eif2s1	1
Eif2s2	1
Eif2s3x	1
Eif2s3y	8
Eif3a	2
Eif3b	5
Eif3c	4
Eif3d	3
Eif3e	1
Eif3f	9
Eif3g	3
Eif3h	9
Eif3i	9
Eif3k	9
Eif3l	4
Eif3m	9
Eif4a1	3
Eif4a2	2
Eif4a3	3
Eif4b	4
Eif4e	6
Eif4e2	2
Eif4e3	1
Eif4ebp1	3
Eif4ebp2	2
Eif4ebp3	2
Eif4enif1	2
Eif4g1	2
Eif4g2	8
Eif4g3	2
Eif4h	3
Eif5	2
Eif5a	5
Eif5a2	1
Eif5b	2
Eif6	5
Elac1	8
Elac2	4
Elavl1	6
Elavl4	2
Elf1	1
Elf2	2
Elf4	0
Elk1	0
Elk3	5
Elk4	1
Ell	4
Ell2	1
Elmo1	6
Elmo2	4
Elmod2	1
Elmod3	5
Elmsan1	2
Elof1	2
Elovl1	6
Elovl5	6
Elp2	0
Elp3	5
Elp4	1
Elp5	0
Elp6	0
Emc1	6
Emc10	5
Emc2	1
Emc3	6
Emc4	6
Emc6	1
Emc7	1
Emc8	1
Emc9	3
Emd	3
Eme2	2
Emg1	2
Eml3	4
Eml4	1
Eml6	2
Emp2	5
Emp3	3
Enc1	0
Endod1	1
Endog	3
Endov	2
Eng	4
Engase	3
Enho	0
Eno1	5
Eno3	3
Eno4	0
Enoph1	0
Enox2	0
Enpp1	6
Enpp4	1
Enpp5	9
Ensa	2
Tepsin	3
Entpd1	4
Entpd5	1
Entpd6	2
Entpd7	0
Eny2	7
Eogt	6
Ep300	8
Ep400	2
Epb41	4
Epb41l1	9
Epb4.1l2	2
Epb41l3	5
Epb41l4aos	2
Epb41l5	0
Epc1	2
Epc2	2
Epg5	1
Epha2	4
Ephb3	4
Ephx1	5
Epm2aip1	8
Epn1	4
Epn2	2
Epor	2
Eprs	4
Eps15	1
Eps15l1	2
Eps8	4
Eps8l1	4
Epsti1	9
Ept1	1
Eral1	0
Erap1	1
Erbin	8
Ercc1	3
Ercc2	4
Ercc3	3
Ercc4	4
Ercc5	2
Ercc6	0
Ercc6l2	0
Ercc8	0
Erf	2
Ergic1	6
Ergic2	2
Ergic3	5
Erh	7
Eri1	1
Eri2	1
Eri3	3
Erich1	0
Erlec1	1
Erlin1	1
Erlin2	6
Ermap	0
Ermard	2
Ermp1	6
Ern1	0
Ero1l	1
Ero1lb	1
Erp29	2
Erp44	1
Errfi1	1
Esco1	8
Esd	9
Esf1	7
Espl1	4
Esr1	1
Esrra	3
Esyt1	6
Esyt2	6
Etaa1	1
Etf1	1
Etfa	1
Etfb	5
Etfdh	0
Ethe1	3
Etnk1	1
Etohd2	2
Zfp971	8
Ets1	1
Ets2	4
Etv1	1
Etv3	1
Etv5	6
Etv6	6
Eva1a	2
Eva1b	3
Evi2a	1
Evi5	8
Evi5l	0
Evl	4
Ewsr1	2
Exd2	0
Exo5	1
Exoc1	0
Exoc2	6
Exoc3	0
Exoc4	2
Exoc5	1
Exoc6	6
Exoc6b	1
Exoc7	4
Exoc8	1
Exog	10
Exosc1	7
Exosc10	3
Exosc2	0
Exosc3	1
Exosc4	6
Exosc5	3
Exosc6	3
Exosc7	0
Exosc8	0
Exosc9	1
Ext1	4
Ext2	5
Extl2	6
Extl3	0
Eya3	0
Eya4	1
Ezh1	4
Ezh2	0
Ezr	5
F11r	6
F3	5
F8a	5
F9	0
Faap100	4
Faap20	3
Faap24	0
Fadd	3
Fads1	4
Fads3	2
Faf1	0
Faf2	6
Fahd1	2
Fahd2a	1
Faim	7
Fam102a	4
Fam102b	1
Fam103a1	1
Fam104a	0
Fam105a	1
Fam107b	1
Fam109a	3
Fam110a	4
Fam111a	6
Fam114a1	2
Fam114a2	2
Fam117a	0
Fam117b	6
Fam118a	1
Fam118b	0
Fam120a	2
Fam120aos	1
Fam120b	1
Fam120c	0
Fam122a	2
Fam122b	1
Fam126a	1
Fam126b	8
Fam129a	6
Fam129b	4
Fam131a	2
Fam133b	1
Fam134a	5
Fam134b	6
Fam134c	0
Fam135a	0
Fam136a	1
Fam13a	0
Fam13b	2
Fam149a	5
Fam149b	2
Fam151b	1
Fam160a2	2
Fam160b1	0
Fam160b2	2
Fam162a	7
Fam167b	5
Fam168a	3
Fam168b	1
Fam171a1	0
Fam172a	6
Fam173a	3
Fam173b	2
Fam174a	1
Fam175a	1
Fam175b	6
Fam178a	8
Fam179b	8
Fam181b	5
Fam185a	0
Fam188a	1
Fam188b	3
Fam192a	3
Fam193a	2
Fam193b	2
Fam195a	3
Fam195b	7
Fam196a	8
Fam196b	2
Fam199x	1
Fam204a	2
Fam206a	1
Fam207a	3
Fam208a	8
Fam208b	2
Fam20b	1
Fam20c	5
Fam21	4
Fam210a	8
Fam210b	4
Fam212a	0
Fam213a	1
Fam213b	5
Fam214a	4
Fam214b	3
Fam216a	6
Fam217b	4
Fam219a	3
Fam219b	10
Fam220a	0
Fam222b	0
Fam26f	9
Fam32a	3
Fam35a	2
Fam3a	3
Fam3c	6
Fam43a	0
Fam45a	1
Fam46a	10
Fam46c	1
Fam49a	6
Fam49b	1
Fam50a	3
Fam53a	3
Fam53b	4
Fam53c	0
Fam58b	7
Fam60a	1
Fam63a	3
Fam63b	1
Fam65a	5
Fam65b	8
Fam69a	1
Fam69b	4
Fam72a	10
Miga1	0
Miga2	4
Fam76a	0
Fam76b	1
Fam78a	0
Fam83g	0
Fam84b	0
Fam89a	5
Fam89b	3
Fam8a1	1
Fam92a	8
Fam96a	1
Fam96b	2
Fam98a	0
Fam98b	2
Fam98c	3
Fan1	1
Fancb	1
Fancc	0
Fance	3
Fancf	0
Fancg	0
Fancl	1
Far1	1
Farp1	0
Farp2	0
Fars2	0
Farsa	3
Farsb	3
Fas	1
Fasn	4
Fastk	2
Fastkd1	6
Fastkd2	1
Fastkd3	2
Fastkd5	1
Fat3	8
Fau	9
Fbf1	3
Fbl	5
Fblim1	0
Fbrs	2
Fbrsl1	4
Fbxl12	2
Fbxl12os	8
Fbxl14	4
Fbxl15	3
Fbxl17	1
Fbxl18	2
Fbxl19	2
Fbxl20	0
Fbxl3	1
Fbxl4	1
Fbxl5	1
Fbxl6	3
Fbxl8	4
Fbxo10	4
Fbxo11	2
Fbxo17	3
Fbxo18	2
Fbxo21	5
Fbxo22	6
Fbxo25	0
Fbxo28	1
Fbxo3	1
Fbxo30	1
Fbxo31	4
Fbxo32	0
Fbxo33	1
Fbxo34	5
Fbxo36	0
Fbxo38	0
Fbxo4	0
Fbxo42	1
Fbxo45	1
Fbxo46	0
Fbxo5	2
Fbxo6	5
Fbxo7	9
Fbxo8	1
Fbxo9	2
Fbxw10	2
Fbxw11	6
Fbxw17	7
Fbxw2	1
Fbxw4	0
Fbxw5	3
Fbxw7	2
Fbxw8	4
Fbxw9	2
Fcer1g	7
Fcf1	7
Fcgr1	0
Fcgr2b	9
Fcgr3	3
Fcgr4	6
Fcgrt	5
Fcho2	1
Fchsd1	4
Fchsd2	8
Fcrl1	5
Fcrls	0
Fdft1	5
Fdps	5
Fdx1	9
Fdx1l	2
Fdxacb1	0
Fdxr	4
Fech	5
Fem1a	0
Fem1b	1
Fem1c	1
Fen1	5
Fer	8
Fer1l5	5
Fermt3	3
Fes	3
Fez2	3
Fgd2	2
Fgd3	8
Fgd4	8
Fgf13	0
Fgfbp3	1
Fgfr1op	2
Fgfr1op2	0
Fgfrl1	3
Fggy	0
Fgl2	9
Fgr	9
Fh1	5
Fhad1	2
Fhit	7
Fhl3	2
Fhod1	2
Fibp	0
Ficd	6
Fig4	5
Fignl1	9
Filip1l	2
Fip1l1	0
Firre	2
Fis1	9
Fitm2	1
Fiz1	4
Fkbp14	1
Fkbp15	3
Fkbp1a	6
Fkbp1b	7
Fkbp2	5
Fkbp3	7
Fkbp4	3
Fkbp5	3
Fkbp7	1
Fkbp8	3
Fkbp9	5
Fkbpl	0
Fkrp	4
Fktn	0
Flad1	0
Flcn	2
Fli1	6
Flii	4
Flna	6
Flnb	4
Flot1	4
Flot2	5
Flt3l	3
Flywch1	4
Fmn1	8
Fmnl1	4
Fmnl2	8
Fmnl3	2
Fmo5	0
Fmr1	1
Fn3krp	2
Fnbp1	3
Fnbp1l	2
Fnbp4	2
Fndc3a	1
Fndc3b	1
Fndc4	3
Fnip1	8
Fnip2	1
Fnta	7
Fntb	5
Focad	0
Folr2	9
Fopnl	1
Fosl2	1
Foxj2	0
Foxj3	1
Foxk1	3
Foxk2	8
Foxn2	1
Foxn3	0
Foxo1	1
Foxo3	4
Foxp1	5
Foxp4	4
Foxred1	0
Fpgs	0
Fpgt	1
Fra10ac1	2
Frat1	3
Frat2	3
Frg1	7
Frmd4a	2
Frmd4b	4
Frmd6	0
Frmd7	1
Frmd8	4
Frrs1	0
Frs2	1
Frs3	2
Fry	2
Fryl	8
Fscn1	4
Fth1	9
Ftl1	5
Fto	6
Ftsj1	3
Mrm2	5
Ftsj3	0
Ftx	2
Fubp1	10
Fubp3	6
Fuca1	5
Fuca2	6
Fuk	4
Fundc1	1
Fundc2	1
Fuom	7
Furin	4
Fus	2
Fut10	6
Fut11	6
Fut4	6
Fut8	8
Fuz	0
Fv1	0
Fxn	3
Fxr1	8
Fxr2	3
Fxyd5	5
Fyb	2
Fyco1	2
Fyn	2
Fyttd1	1
Fzd4	1
Fzd7	4
Fzd8	6
Fzr1	4
G2e3	1
G3bp1	5
G3bp2	6
G530011O06Rik	2
G6pc3	5
G6pdx	5
Gaa	4
Gab1	6
Gab2	2
Gab3	3
Gabarap	7
Gabarapl1	4
Gabarapl2	7
Gabbr1	2
Gabpa	1
Gabpb1	1
Gabpb2	2
Gadd45g	2
Gadd45gip1	3
Gadl1	9
Gak	6
Gal3st4	9
Galc	6
Gale	5
Galk1	5
Galk2	5
Galm	4
Galns	0
Galnt1	6
Galnt10	4
Galnt11	4
Galnt12	0
Galnt16	0
Galnt2	4
Galnt3	9
Galnt4	1
Galnt6	5
Galnt7	1
Galt	2
Gamt	5
Ganab	6
Ganc	4
Gapdh	5
Gapvd1	8
Gar1	3
Garnl3	2
Gars	5
Gart	6
Gas2l1	4
Gas2l3	0
Gas5	8
Gas6	9
Gas8	3
Gatad1	1
Gatad2a	4
Gatad2b	2
Gatb	3
Gatc	3
Gatm	1
Gatsl2	0
Gatsl3	5
Gba	5
Gba2	3
Gbas	5
Gbe1	6
