genes	module
Cdc5l	2
Cdc73	1
Cdca4	8
Cdca7	0
Cdca8	0
Cdh23	0
Cdip1	3
Cdipt	7
Cdk1	0
Cdk10	4
Cdk11b	4
Cdk12	1
Cdk13	4
Cdk14	1
Cdk16	4
Cdk17	3
Cdk18	0
Cdk19	0
Cdk2	0
Cdk20	4
Cdk2ap1	0
Cdk2ap2	5
Cdk4	0
Cdk5	0
Cdk5r1	1
Cdk5rap1	2
Cdk5rap2	6
Cdk5rap3	2
Cdk6	1
Cdk7	1
Cdk8	4
Cdk9	2
Cdkal1	2
Cdkl3	1
Cdkl4	0
Cdkn1a	8
Cdkn1b	4
Cdkn1c	2
Cdkn2aip	0
Cdkn2aipnl	3
Cdkn2c	5
Cdkn2d	5
Cdpf1	4
Cds1	0
Cds2	1
Cdt1	0
Cdv3	1
Cdyl	7
Cdyl2	1
Ceacam1	2
Cebpa	6
Cebpb	2
Cebpd	2
Cebpg	1
Cebpz	4
Cebpzos	0
Cecr5	2
Celf1	1
Celf2	3
Celf4	0
Cenpa	0
Cenpb	0
Cenpc1	1
Cenpf	8
Cenpl	1
Cenpo	0
Cenpp	0
Cenpq	0
Cenpt	0
Cenpv	2
Cep104	4
Cep112	1
Cep120	0
Cep128	0
Cep131	6
Cep135	1
Cep152	2
Cep162	1
Cep164	4
Cep170	0
Cep19	0
Cep192	1
Cep250	4
Cep290	1
Cep295	4
Cep350	1
Cep41	8
Cep44	0
Cep57	0
Cep57l1	0
Cep63	4
Cep68	1
Cep70	1
Cep72	4
Cep76	3
Cep78	0
Cep83	1
Cep83os	8
Cep85	0
Cep85l	1
Cep89	4
Cep95	1
Cep97	4
Cept1	3
Cercam	2
Cerk	6
Cers2	3
Cers4	7
Cers5	3
Cers6	3
Cetn2	3
Cetn3	3
Cfap20	4
Cfap36	0
Cfap74	4
Cfap97	3
Cfdp1	0
Cfh	3
Cfl1	5
Cfl2	1
Cflar	4
Cggbp1	3
Cgrrf1	5
Chac2	3
Chad	8
Champ1	8
Chchd1	5
Chchd2	5
Chchd3	3
Chchd4	5
Chchd5	0
Chchd6	2
Chchd7	0
Chd1	1
Chd1l	2
Chd2	1
Chd3	4
Chd3os	0
Chd4	4
Chd6	1
Chd7	1
Chd8	1
Chd9	1
Chek2	0
Cherp	6
Chfr	1
Chic2	5
Chid1	0
Chka	2
Chkb	4
Chm	1
Chml	1
Chmp1a	2
Chmp1b	3
Chmp2a	5
Chmp2b	3
Chmp3	3
Chmp4b	4
Chmp5	5
Chmp6	2
Chmp7	0
Chn2	4
Chordc1	0
Chp1	0
Chpf2	0
Chpt1	3
Chrac1	5
Chst1	7
Chst10	0
Chst11	0
Chst12	2
Chst14	7
Chst15	8
Chst2	7
Chst7	0
Chst8	7
Chsy1	8
Chtf8	0
Chtop	4
Chuk	1
Churc1	5
Ciao1	0
Ciapin1	0
Cib1	0
Cib2	5
Cic	4
Cinp	0
Cipc	0
Cir1	2
Cirbp	0
Cirh1a	0
Cisd1	9
Cisd2	3
Cisd3	2
Cited2	5
Ciz1	6
Ckap2l	4
Ckap4	7
Ckap5	4
Ckb	0
Cklf	5
Cks1b	9
Cks2	1
Clasp1	1
Clasp2	1
Clasrp	4
Clcc1	5
Clcf1	4
Clcn3	1
Clcn4	3
Clcn5	3
Clcn6	0
Clcn7	7
Cldn12	1
Cldnd1	3
Clec16a	0
Clec1a	8
Clec1b	8
Clec4a1	0
Clec4a2	5
Clec4a3	5
Clec5a	0
Clec7a	8
Clgn	4
Clic1	5
Clic4	8
Clint1	3
Clip1	0
Clip2	6
Clk1	4
Clk2	4
Clk3	2
Clk4	4
Cln3	7
Cln5	3
Cln6	7
Cln8	7
Clns1a	5
Clock	1
Clp1	3
Clpb	0
Clpp	5
Clptm1	3
Clptm1l	3
Clpx	2
Clstn1	0
Clta	0
Cltb	2
Cltc	1
Cluap1	0
Cluh	0
Clybl	3
Cmas	2
Cmc1	5
Cmc2	5
Cmc4	1
Cmip	6
Cmklr1	4
Nat8f1	0
Cmpk1	3
Cmpk2	8
Cmss1	0
Cmtm3	5
Cmtm4	1
Cmtm6	3
Cmtm7	0
Cmtm8	0
Cmtr1	2
Cmtr2	3
Cmya5	4
Cnbd2	0
Cnbp	3
Cndp2	0
Cnep1r1	3
Cnih1	3
Cnih4	5
Cnksr3	0
Cnn2	0
Cnnm2	0
Cnnm3	0
Cnnm4	0
Cnot1	1
Cnot10	4
Cnot11	0
Cnot2	2
Cnot3	6
Cnot4	1
Cnot6	1
Cnot6l	1
Cnot7	3
Cnot8	5
Cnp	2
Cnppd1	2
Cnpy2	5
Cnpy3	2
Cnpy4	5
Cnr2	7
Cnrip1	0
Cnst	0
Cntln	1
Cntrl	1
Cntrob	4
Coa3	5
Coa4	5
Coa5	3
Coa6	5
Coa7	0
Coasy	2
Cog1	6
Cog2	0
Cog3	4
Cog4	6
Cog5	0
Cog6	0
Cog7	0
Cog8	7
Coil	0
Col15a1	4
Col25a1	0
Col27a1	4
Col4a3bp	1
Col6a3	8
Colgalt1	8
Commd1	5
Commd10	3
Commd2	5
Commd3	5
Commd4	4
Commd5	2
Commd6	5
Commd7	0
Commd8	3
Commd9	2
Comt	0
Comtd1	0
Copa	7
Copb1	3
Copb2	3
Cope	2
Copg1	6
Copg2	4
Coprs	3
Cops2	0
Cops3	3
Cops4	3
Cops5	0
Cops6	3
Cops7a	0
Cops7b	0
Cops8	5
Copz1	5
Copz2	0
Coq10a	2
Coq10b	3
Coq2	0
Coq3	3
Coq4	2
Coq5	0
Coq6	0
Coq7	5
Coq9	2
Coro1a	2
Coro1b	2
Coro1c	2
Coro2a	0
Coro7	0
Cotl1	2
Cox10	7
Cox11	0
Cox14	5
Cox15	3
Cox16	9
Cox17	5
Cox18	0
Cox19	5
Cox20	5
Cox4i1	9
Cox5a	5
Cox5b	5
Cox6a1	5
Cox6a2	8
Cox6b1	5
Cox6c	5
Cox7a2	5
Cox7a2l	9
Cox7b	5
Cox7c	0
Cox8a	5
Cp	8
Cpd	3
Cpe	0
Cpeb2	3
Cpeb3	0
Cpeb4	1
Cpne1	0
Cpne3	3
Cpox	0
Cpped1	0
Cpq	0
Cpsf1	6
Cpsf2	3
Cpsf3	2
Cpsf3l	2
Cpsf4	4
Cpsf6	1
Cpsf7	4
Cpt1a	6
Cpt2	2
Cptp	0
Cr1l	3
Cracr2b	4
Cradd	2
Cramp1l	1
Crat	6
Crbn	3
Crcp	4
Creb1	1
Creb3	5
Creb3l1	7
Creb3l2	0
Creb5	0
Crebbp	4
Crebl2	4
Crebrf	1
Crebzf	1
Creg1	7
Creld1	0
Creld2	0
Crem	0
Crim1	6
Crip1	8
Cript	5
Crk	1
Crkl	3
Crlf2	7
Crlf3	0
Crls1	5
Crnkl1	3
Crot	3
Crtap	2
Crtc1	0
Crtc2	2
Crtc3	6
Cry1	0
Cry2	0
Cryab	0
Cryba4	0
Crybb1	2
Crybg3	1
Cryl1	5
Cryz	0
Cryzl1	3
Cs	7
Csad	2
Csde1	3
Cse1l	3
Csf1	8
Csf1r	2
Csf2ra	7
Csf2rb	6
Csf2rb2	0
Csf3r	0
Csgalnact2	3
Csk	6
Csmd3	1
Csnk1a1	3
Csnk1d	0
Csnk1e	4
Csnk1g1	1
Csnk1g2	4
Csnk1g3	3
Csnk2a1	1
Csnk2a2	1
Csnk2b	0
Cspp1	1
Csrnp1	0
Csrnp2	1
Csrp1	8
Csrp2bp	0
Cst3	0
Cst7	8
Cstb	5
Cstf1	7
Cstf2	3
Cstf2t	3
Cstf3	0
Ctage5	2
Ctbp1	2
Ctbp2	0
Ctbs	3
Ctc1	2
Ctcf	3
Ctdnep1	3
Ctdp1	6
Ctdsp1	0
Ctdsp2	0
Ctdspl	0
Ctdspl2	1
Ctif	4
Ctla2b	9
Ctnna1	2
Ctnnal1	0
Ctnnb1	0
Ctnnbip1	2
Ctnnbl1	2
Ctnnd1	3
Ctnnd2	6
Ctns	7
Ctps	0
Ctps2	5
Ctr9	0
Ctsa	2
Ctsb	7
Ctsc	5
Ctsd	2
Ctsf	2
Ctsh	7
Ctsl	7
Ctso	3
Ctss	7
Ctsz	7
Cttnbp2nl	0
Ctu1	0
Ctu2	4
Cuedc2	2
Cul1	0
Cul2	3
Cul3	3
Cul4a	0
Cul4b	1
Cul5	1
Cul7	4
Cul9	6
Cuta	5
Cutc	5
Cux1	6
Cux2	4
Cwc15	5
Cwc22	2
Cwc25	0
Cwc27	0
Cwf19l1	7
Cwf19l2	3
Cx3cr1	4
Cxcl10	8
Cxcl16	8
Cxcr3	0
Cxx1a	5
Cxx1b	2
Cxx1c	2
Cxxc1	4
Cxxc5	7
Cyb561a3	8
Cyb561d1	0
Cyb561d2	5
Cyb5a	5
Cyb5b	3
Cyb5d1	4
Cyb5d2	0
Cyb5r1	7
Cyb5r3	2
Cyb5r4	0
Cyb5rl	0
Cyba	5
Cybb	8
Cyc1	2
Cycs	5
Cyfip1	8
Cyhr1	2
Cyld	1
Cyp20a1	3
Cyp27a1	4
Cyp2r1	3
Cyp2u1	0
Cyp4f13	2
Cyp4f16	2
Cyp4f18	2
Cyp4v3	7
Cyp51	8
Cysltr1	5
Cyth1	6
Cyth2	2
Cyth3	7
Cyth4	6
Cytip	7
D030028A08Rik	4
D030056L22Rik	3
D10Jhu81e	0
D10Wsu102e	0
D11Wsu47e	0
D130040H23Rik	1
Fam91a1	1
D16Ertd472e	8
D17H6S53E	0
D17H6S56E-5	8
D17Wsu92e	4
Pum3	2
D1Ertd622e	3
D230025D16Rik	3
Spout1	2
D2hgdh	4
D330023K18Rik	3
D330045A20Rik	0
D3Ertd254e	1
D3Ertd751e	1
D430042O09Rik	0
D5Ertd579e	4
D5Ertd605e	8
D630045J12Rik	4
D6Wsu163e	0
D730005E14Rik	1
D830046C22Rik	4
D8Ertd738e	5
D8Ertd82e	0
D930015E06Rik	7
D930016D06Rik	1
Daam1	8
Dab2	0
Dact1	8
Dact3	0
Dad1	5
Dag1	0
Dagla	6
Daglb	7
Dalrd3	4
Dand5	4
Dap	7
Dap3	2
Dapk1	0
Dapk3	2
Dapp1	2
Dars	3
Dars2	0
Daxx	0
Dazap1	0
Dazap2	3
Dbf4	0
Dbi	5
Dbndd2	2
Dbnl	2
Dbp	0
Dbr1	0
Dbt	1
Dcaf10	1
Dcaf11	2
Dcaf12	3
Dcaf13	0
Dcaf15	4
Dcaf17	1
Dcaf4	0
Dcaf5	1
Dcaf6	1
Dcaf7	3
Dcaf8	0
Dcakd	2
Dcbld2	1
Dcdc2b	2
Dck	3
Dclk2	4
Dclre1a	0
Dclre1b	3
Dclre1c	4
Dcp1a	1
Dcp1b	2
Dcp2	1
Dcps	2
Dctd	3
Dctn1	6
Dctn2	2
Dctn3	0
Dctn4	1
Dctn5	4
Dctn6	4
Dctpp1	5
Dcun1d1	3
Dcun1d2	0
Dcun1d3	0
Dcun1d4	3
Dcun1d5	5
Dcxr	5
Dda1	2
Ddah2	2
Ddb1	3
Ddb2	1
Ddhd1	1
Ddhd2	1
Ddi2	4
Ddit3	4
Ddit4	2
Ddost	7
Ddrgk1	2
Ddt	5
Ddx1	5
Ddx10	0
Ddx11	0
Ddx17	1
Ddx18	7
Ddx19a	0
Ddx19b	1
Ddx20	0
Ddx21	2
Ddx23	4
Ddx24	2
Ints6l	1
Ddx27	2
Ddx28	7
Ddx31	0
Ddx39	4
Ddx39b	0
Ddx3x	0
Ddx41	2
Ddx42	0
Ddx43	4
Ddx46	4
Ddx47	7
Ddx49	6
Ddx5	4
Ddx50	4
Ddx51	6
Ddx52	2
Ddx54	6
Ddx55	0
Ddx56	7
Ddx58	8
Ddx59	0
Ddx6	4
Ddx60	1
Deaf1	2
Deb1	5
Decr1	5
Decr2	7
Dedd	0
Dedd2	0
Def6	6
Def8	0
Degs1	3
Dek	5
Dennd1a	6
Dennd1b	1
Dennd1c	6
Dennd2a	0
Dennd2c	1
Dennd4a	1
Dennd4b	6
Dennd4c	1
Dennd5a	4
Dennd6a	3
Dennd6b	4
Denr	0
Depdc5	1
Depdc7	3
Deptor	4
Dera	5
Derl1	3
Derl2	3
Desi1	0
Desi2	3
Det1	0
Dexi	2
Dffa	2
Dffb	4
Dfna5	0
Dgat1	7
Dgcr14	2
Dgcr2	7
Dgcr6	2
Dgcr8	0
Dgka	4
Dgkd	1
Dgke	0
Dgkh	0
Dgkq	4
Dgkz	0
Dguok	5
Dhcr7	8
Dhdds	0
Dhdh	4
Dhfr	0
Dhodh	2
Dhps	4
Dhrs1	5
Dhrs11	2
Dhrs3	2
Dhrs4	2
Dhrs7	8
Dhrs7b	3
Dhrsx	0
Dhx15	1
Dhx16	6
Dhx29	0
Dhx30	6
Dhx32	0
Dhx33	0
Dhx34	6
Dhx35	6
Dhx36	0
Dhx37	6
Dhx38	2
Dhx40	0
Dhx57	4
Dhx58	8
Dhx8	6
Dhx9	1
Diablo	3
Diap1	0
Diap2	1
Dicer1	1
Dido1	1
Diexf	4
Dimt1	1
Dip2a	1
Dip2b	1
Dip2c	1
Dirc2	3
Dis3	1
Dis3l	0
Dis3l2	0
Disc1	1
Disp1	0
Dkc1	0
Dlat	0
Dlc1	1
Dld	3
Dleu2	5
Dlg1	1
Dlg3	0
Dlgap4	2
Dlst	6
Dmap1	2
Dmtf1	1
Dmtn	2
Dmxl1	1
Dmxl2	1
Dna2	0
Dnaaf2	0
Dnaaf3	0
Dnaaf5	2
Dnaja1	0
Dnaja2	3
Dnaja3	7
Dnaja4	0
Dnajb1	0
Dnajb11	0
Dnajb12	2
Dnajb14	1
Dnajb2	2
Dnajb4	0
Dnajb5	4
Dnajb6	3
Dnajb9	3
Dnajc1	2
Dnajc10	7
Dnajc11	0
Dnajc12	0
Dnajc13	1
Dnajc14	2
Dnajc15	5
Dnajc16	0
Dnajc17	2
Dnajc18	7
Dnajc19	1
Dnajc2	0
Dnajc21	5
Dnajc24	5
Dnajc25	5
Dnajc27	1
Dnajc28	4
Dnajc3	3
Dnajc30	9
Dnajc4	0
Dnajc5	1
Dnajc7	4
Dnajc8	2
Dnajc9	0
Dnal4	2
Dnase1l1	0
Dnase2a	0
Dnlz	2
Dnm1l	3
Dnm2	6
Dnmbp	1
Dnmt1	8
Dnmt3a	4
Dnmt3b	1
Dnpep	2
Dnph1	2
Dnttip1	2
Dnttip2	0
Doc2a	2
Dock1	1
Dock10	1
Dock11	1
Dock2	0
Dock4	1
Dock7	1
Dock8	1
Dock9	1
Dohh	2
Dok1	2
Dok3	2
Dolk	3
Dolpp1	0
Donson	0
Dopey1	1
Dopey2	0
Dot1l	4
Dpagt1	3
Dpcd	5
Dpf2	2
Dph1	2
Dph2	0
Dph3	0
Dph5	0
Dph6	3
Dph7	0
Dpm1	1
Dpm2	5
Dpm3	5
Dpp3	2
Dpp7	7
Dpp8	1
Dpp9	6
Dpy19l1	3
Dpy19l3	8
Dpy19l4	8
Dpy30	5
Dpysl2	8
Dr1	1
Dram2	3
Drap1	5
Drg1	3
Drg2	2
Drosha	6
Dscr3	0
Dse	3
Dsel	1
Dsn1	1
Dst	4
Dstn	3
Dstyk	1
Dtd1	2
Dtd2	3
Dtnb	0
Dtnbp1	0
Dtwd1	0
Dtwd2	0
Dtx2	2
Dtx3	4
Dtx3l	8
Dtx4	0
Dtymk	4
Duoxa1	8
Dus1l	2
Dus2	0
Dus3l	4
Dus4l	4
Dusp10	0
Dusp11	1
Dusp12	0
Dusp16	0
Dusp18	0
Dusp19	0
Dusp2	0
Dusp22	4
Dusp23	2
Dusp27	0
Dusp28	2
Dusp3	0
Dusp6	0
Dusp7	0
Dut	0
Dvl1	4
Dvl2	0
Dvl3	6
Dxo	2
Dym	2
Dync1h1	1
Dync1i2	2
Dync1li1	2
Dync1li2	1
Dync2h1	1
Dync2li1	2
Dynll1	0
Dynll2	1
Dynlrb1	5
Dynlt1b	2
Dynlt3	3
Dyrk1a	1
Dyrk1b	0
Dyrk2	6
Dyrk4	4
Dzip3	1
E030024N20Rik	1
E130012A19Rik	6
E130215H24Rik	1
E130307A14Rik	0
E130308A19Rik	0
E130309D02Rik	2
E130311K13Rik	0
E130317F20Rik	1
E230013L22Rik	0
E230029C05Rik	1
E2f1	8
E2f2	0
E2f3	0
E2f4	2
E2f5	5
E2f6	0
E330020D12Rik	1
E330033B04Rik	1
E430018J23Rik	0
E430025E21Rik	0
E4f1	4
Eaf1	1
Eapp	5
Ears2	0
Ebag9	1
Ebf3	4
Ebi3	8
Ebna1bp2	5
Ebp	5
Ebpl	3
Ecd	2
Ece1	0
Ece2	2
Ech1	2
Echdc1	2
Echs1	7
Eci1	5
Eci2	2
Ecscr	0
Ecsit	0
Ect2	0
Edc3	3
Edc4	0
Edem1	3
Edem2	7
Edem3	1
Edf1	2
Edrf1	1
Eea1	4
Eed	3
Eef1a1	9
Eef1b2	9
Eef1d	5
Eef1e1	3
Eef1g	5
Eef2	0
Eef2k	6
Eef2kmt	4
Eefsec	2
Eepd1	0
Efcab14	1
Efcab2	1
Efemp2	2
Efhd2	2
Efnb1	6
Efnb2	0
Efr3a	3
Efl1	4
Eftud2	7
Egln1	0
Egln2	2
Egln3	8
Egr2	0
Ehbp1	1
Ehbp1l1	6
Ehd4	0
Ehhadh	0
Ehmt1	4
Ehmt2	4
Ei24	3
Eid1	3
Eid2	2
Eid2b	0
Eif1	5
Eif1a	3
Eif1ad	5
Eif1ax	3
Eif1b	5
Eif2a	0
Eif2ak1	2
Eif2ak2	1
Eif2ak3	0
Eif2ak4	4
Eif2b1	5
Eif2b2	2
Eif2b3	2
Eif2b4	2
Eif2b5	2
Eif2d	2
Eif2s1	3
Eif2s2	5
Eif2s3x	3
Eif3a	1
Eif3b	7
Eif3c	2
Eif3d	2
Eif3e	3
Eif3f	9
Eif3g	2
Eif3h	9
Eif3i	9
Eif3k	5
Eif3l	2
Eif3m	5
Eif4a1	2
Eif4a2	4
Eif4a3	2
Eif4b	0
Eif4e	3
Eif4e2	0
Eif4e3	0
Eif4ebp1	2
Eif4ebp2	4
Eif4ebp3	4
Eif4enif1	4
Eif4g1	6
Eif4g2	1
Eif4g3	6
Eif4h	2
Eif5	4
Eif5a	3
Eif5a2	1
Eif5b	5
Eif6	2
Elac1	1
Elac2	0
Elavl1	3
Elavl4	0
Elf1	1
Elf2	4
Elf4	1
Elk1	0
Elk3	7
Elk4	1
Ell	6
Ell2	3
Elmo1	0
Elmo2	2
Elmod2	3
Elmod3	2
Elmsan1	4
Elof1	5
Elovl1	7
Elovl5	3
Elp2	7
Elp3	2
Elp4	3
Elp5	5
Elp6	0
Emc1	3
Emc10	2
Emc2	3
Emc3	7
Emc4	3
Emc6	5
Emc7	3
Emc8	1
Emc9	2
Emd	0
Eme2	6
Emg1	4
Emilin1	0
Eml3	0
Eml4	3
Eml6	1
Emp2	7
Emp3	2
Enc1	0
Endod1	3
Endog	2
Endov	4
Eng	0
Engase	6
Enho	0
Enkd1	4
Eno1	7
Eno1b	0
Eno3	0
Eno4	0
Enoph1	0
Enox2	0
Enpp1	3
Enpp4	3
Enpp5	0
Ensa	4
Tepsin	4
Entpd1	2
Entpd5	0
Entpd6	4
Entpd7	0
Eny2	5
Eogt	0
Ep300	1
Ep400	1
Epb41	6
Epb41l1	8
Epb4.1l2	4
Epb41l3	7
Epb41l4aos	4
Epb41l5	0
Epc1	1
Epc2	1
Epg5	1
Epha2	0
Ephb3	0
Ephx1	7
Epm2aip1	1
Epn1	0
Epn2	4
Epor	0
Eprs	7
Eps15	1
Eps15l1	4
Eps8	0
Eps8l1	4
Epsti1	7
Ept1	3
Eral1	0
Erap1	8
Erbin	1
Ercc1	2
Ercc2	6
Ercc3	2
Ercc4	0
Ercc5	4
Ercc6	1
Ercc6l2	0
Ercc8	1
Erf	4
Ergic1	7
Ergic2	5
Ergic3	7
Erh	5
Eri1	3
Eri2	1
Eri3	2
Erich1	5
Erlec1	0
Erlin1	1
Erlin2	3
Ermap	0
Ermard	4
Ermp1	3
Ern1	1
Ero1l	3
Ero1lb	8
Erp29	0
Erp44	3
Errfi1	3
Esco1	1
Esd	5
Esf1	5
Espl1	0
Espn	0
Esr1	3
Esrra	6
Esyt1	7
Esyt2	1
Etaa1	0
Etf1	3
Etfa	3
Etfb	0
Etfdh	0
Ethe1	2
Etnk1	1
Etohd2	1
Zfp971	1
Ets1	3
Ets2	2
Etv1	0
Etv3	1
Etv5	8
Etv6	0
Eva1a	0
Eva1b	2
Evi2a	8
Evi5	1
Evi5l	4
Evl	6
Ewsr1	4
Exd2	0
Exo5	3
Exoc1	0
Exoc2	8
Exoc3	0
Exoc4	4
Exoc5	1
Exoc6	3
Exoc6b	1
Exoc7	2
Exoc8	1
Exog	0
Exosc1	5
Exosc10	6
Exosc2	0
Exosc3	3
Exosc4	3
Exosc5	2
Exosc6	2
Exosc7	0
Exosc8	2
Exosc9	3
Ext1	0
Ext2	7
Extl2	3
Extl3	0
Eya3	1
Eya4	0
Ezh1	0
Ezh2	0
Ezr	2
F11r	3
F3	7
F8a	2
F9	0
Faap100	0
Faap20	2
Faap24	5
Fadd	0
Fads1	0
Fads3	1
Faf1	0
Faf2	3
Fahd1	0
Fahd2a	0
Faim	5
Fam102a	6
Fam102b	1
Fam103a1	5
Fam104a	2
Fam105a	3
Fam107b	1
Fam109a	0
Fam110a	0
Fam111a	2
Fam114a1	4
Fam114a2	4
Fam117a	0
Fam117b	8
Fam118a	0
Fam118b	0
Fam120a	1
Fam120aos	0
Fam120b	1
Fam120c	0
Fam122a	0
Fam122b	1
Fam126a	1
Fam126b	1
Fam129a	7
Fam129b	0
Fam131a	0
Fam133b	5
Fam134a	7
Fam134b	3
Fam134c	0
Fam135a	1
Fam136a	0
Fam13a	0
Fam13b	1
Fam149a	0
Fam149b	4
Fam151b	5
Fam160a2	4
Fam160b1	1
Fam160b2	4
Fam162a	5
Fam167b	0
Fam168a	4
Fam168b	1
Fam171a1	0
Fam172a	3
Fam173a	5
Fam173b	0
Fam174a	5
Fam175a	5
Fam175b	3
Fam178a	1
Fam179b	1
Fam181b	0
Fam185a	0
Fam188a	3
Fam188b	0
Fam189b	0
Fam192a	2
Fam193a	4
Fam193b	4
Fam195a	2
Fam195b	5
Fam196a	1
Fam196b	1
Fam199x	1
Fam204a	0
Fam206a	0
Fam207a	2
Fam208a	1
Fam208b	1
Fam20b	3
Fam20c	8
Fam21	2
Fam210a	1
Fam210b	0
Fam212a	0
Fam213a	0
Fam213b	0
Fam214a	6
Fam214b	4
Fam216a	0
Fam217b	0
Fam219a	2
Fam219b	4
Fam220a	0
Fam222b	0
Fam26f	8
Fam32a	2
Fam35a	0
Fam3a	2
Fam3c	3
Fam43a	2
Fam45a	0
Fam46a	0
Fam46c	1
Fam49a	8
Fam49b	3
Fam50a	2
Fam53a	6
Fam53b	0
Fam53c	0
Fam58b	5
Fam60a	3
Fam63a	0
Fam63b	1
Fam65a	0
Fam65b	0
Fam69a	3
Fam69b	2
Fam72a	1
Miga1	0
Miga2	0
Fam76a	0
Fam76b	1
Fam78a	1
Fam83g	0
Fam84b	0
Fam89a	7
Fam89b	2
Fam8a1	0
Fam92a	0
Fam96a	3
Fam96b	5
Fam98a	0
Fam98b	2
Fam98c	4
Fan1	1
Fancb	0
Fancc	0
Fance	4
Fancf	0
Fancg	0
Fancl	0
Fancm	1
Far1	3
Farp1	0
Farp2	0
Fars2	0
Farsa	2
Farsb	0
Fas	0
Fasn	4
Fastk	4
Fastkd1	0
Fastkd2	3
Fastkd3	4
Fastkd5	1
Fat3	1
Fau	9
Fbf1	4
Fbl	5
Fblim1	7
Fbrs	4
Fbrsl1	0
Fbxl12	4
Fbxl14	2
Fbxl15	6
Fbxl17	0
Fbxl18	4
Fbxl19	4
Fbxl20	0
Fbxl3	1
Fbxl4	1
Fbxl5	3
Fbxl6	2
Fbxl8	0
Fbxo10	0
Fbxo11	1
Fbxo17	2
Fbxo18	4
Fbxo21	0
Fbxo22	0
Fbxo25	0
Fbxo28	1
Fbxo3	3
Fbxo30	1
Fbxo31	0
Fbxo32	0
Fbxo33	3
Fbxo34	0
Fbxo36	0
Fbxo38	0
Fbxo4	3
Fbxo42	1
Fbxo45	1
Fbxo46	0
Fbxo5	4
Fbxo6	7
Fbxo7	3
Fbxo8	3
Fbxo9	4
Fbxw10	0
Fbxw11	3
Fbxw17	0
Fbxw2	1
Fbxw4	1
Fbxw5	2
Fbxw7	4
Fbxw8	0
Fbxw9	4
Fcer1g	5
Fcf1	5
Fcgr1	0
Fcgr2b	8
Fcgr3	2
Fcgr4	7
Fcgrt	2
Fcho2	1
Fchsd1	0
Fchsd2	1
Fcrl1	7
Fcrls	0
Fdft1	7
Fdps	5
Fdx1	9
Fdx1l	4
Fdxacb1	0
Fdxr	0
Fech	0
Fem1a	0
Fem1b	1
Fem1c	1
Fen1	7
Fer	1
Fer1l5	0
Fermt3	6
Fes	6
Fez2	2
Fgd2	4
Fgd3	1
Fgd4	1
Fgf1	0
Fgf11	4
Fgf13	0
Fgfbp3	0
Fgfr1op	1
Fgfr1op2	0
Fgfrl1	0
Fggy	1
Fgl2	8
Fgr	8
Fh1	5
Fhad1	4
Fhit	0
Fhl3	0
Fhod1	4
Fibp	0
Ficd	0
Fig4	0
Fignl1	8
Filip1l	2
Fip1l1	0
Firre	4
Fis1	5
Fitm2	3
Fiz1	0
Fkbp14	3
Fkbp15	6
Fkbp1a	3
Fkbp1b	0
Fkbp2	5
Fkbp3	5
Fkbp4	0
Fkbp5	2
Fkbp7	3
Fkbp8	2
Fkbp9	7
Fkbpl	2
Fkrp	2
Fktn	1
Flad1	4
Flcn	1
Fli1	3
Flii	6
Flna	0
Flnb	0
Flot1	2
Flot2	2
Flt3l	4
Flywch1	6
Fmn1	1
Fmnl1	6
Fmnl2	1
Fmnl3	6
Fmo5	0
Fmr1	1
Fn3krp	4
Fnbp1	6
Fnbp1l	1
Fnbp4	4
Fndc3a	1
Fndc3b	1
Fndc4	2
Fnip1	1
Fnip2	8
Fnta	5
Fntb	0
Focad	0
Fopnl	3
Fosl2	0
Foxj2	0
Foxj3	3
Foxk1	0
Foxk2	1
Foxn2	3
Foxn3	0
Foxo1	3
Foxo3	6
Foxp1	2
Foxp4	2
Foxred1	0
Fpgs	0
Fpgt	1
Fra10ac1	0
Frat1	2
Frat2	2
Frg1	5
Frmd4a	6
Frmd4b	0
Frmd6	0
Frmd7	0
Frmd8	2
Frrs1	0
Frs2	1
Frs3	4
Fry	1
Fryl	1
Fscn1	6
Fth1	8
Ftl1	5
Fto	0
Ftsj1	2
Mrm2	5
Ftsj3	0
Ftx	4
Fubp1	0
Fubp3	3
Fuca1	7
Fuca2	3
Fuk	6
Fundc1	3
Fundc2	3
Fuom	9
Furin	0
Fus	4
Fut10	3
Fut11	3
Fut4	7
Fut8	0
Fuz	4
Fv1	0
Fxn	2
Fxr1	0
Fxr2	2
Fxyd5	8
Fyb	4
Fyco1	4
Fyn	0
Fyttd1	1
Fzd4	3
Fzd7	0
Fzd8	7
Fzr1	0
G2e3	1
G3bp1	7
G3bp2	3
G530011O06Rik	0
G6pc3	7
G6pdx	2
Gaa	7
Gab1	3
Gab2	4
Gab3	2
Gabarap	9
Gabarapl1	2
Gabarapl2	5
Gabbr1	4
Gabpa	3
Gabpb1	3
Gabpb2	1
Gadd45g	4
Gadd45gip1	5
Gadl1	0
Gak	8
Gal3st4	0
Galc	7
Gale	0
Galk1	2
Galk2	2
Galm	2
Galns	7
Galnt1	3
Galnt10	0
Galnt11	0
Galnt12	0
Galnt16	0
Galnt2	0
Galnt3	0
Galnt4	3
Galnt6	2
Galnt7	3
Galt	4
Gamt	2
Ganab	3
Ganc	4
Gapdh	7
Gapvd1	1
Gar1	2
Garnl3	4
Gars	7
Gart	0
Gas2	0
